modelo,hiperpar,ks_train,auc_train,ks_val,auc_val,dif_auc,dif_ks
RF,ntrees:400-minobj:90-varstry:120,69.47002900760127,92.6069434739955,30.186480186480193,65.85081585081585,26.75612762317965,39.28354882112107
RF,ntrees:400-minobj:140-varstry:50,62.86391835524784,89.03427978572486,27.03962703962704,64.67365967365967,24.36062011206519,35.8242913156208
RF,ntrees:200-minobj:100-varstry:70,68.02600097397786,91.66896045508763,30.16317016317016,65.990675990676,25.678284464411632,37.862830810807694
RF,ntrees:500-minobj:80-varstry:130,71.97484596328528,93.66349770974048,30.967365967365968,66.2004662004662,27.463031509274288,41.00747999591931
RF,ntrees:200-minobj:110-varstry:120,66.11827478879502,90.8657816172267,30.92074592074592,65.86247086247087,25.00331075475583,35.197528868049105
RF,ntrees:100-minobj:150-varstry:120,61.0302991805882,88.28050562154608,30.16317016317016,65.71095571095572,22.569549910590368,30.86712901741804
RF,ntrees:300-minobj:100-varstry:60,68.31607698659722,91.73248074982179,27.843822843822842,65.53613053613053,26.19635021369126,40.47225414277438
RF,ntrees:200-minobj:140-varstry:130,62.28588367316691,89.11120992045848,31.701631701631705,65.36130536130537,23.74990455915311,30.584251971535203
RF,ntrees:300-minobj:50-varstry:60,83.48472336911644,96.65106890540417,32.45920745920746,66.07226107226107,30.578807833143102,51.025515909908975
RF,ntrees:100-minobj:60-varstry:70,80.68983040081305,95.7935449264929,33.97435897435898,67.3892773892774,28.404267537215503,46.71547142645407
RF,ntrees:400-minobj:50-varstry:150,82.88763259861526,96.69412154961287,31.701631701631705,65.66433566433567,31.029785885277207,51.18600089698355
RF,ntrees:100-minobj:130-varstry:70,63.71297296152788,89.69594952253912,28.694638694638698,65.31468531468532,24.381264207853803,35.018334266889184
RF,ntrees:300-minobj:140-varstry:110,62.36210802684792,89.0406318151983,28.694638694638698,64.83682983682984,24.20380197836846,33.66746933220922
RF,ntrees:300-minobj:150-varstry:70,61.0705287005865,88.172521120498,27.937062937062933,64.87179487179488,23.30072624870313,33.13346576352357
RF,ntrees:100-minobj:70-varstry:80,76.21800165152767,94.69746695180221,33.904428904428904,66.85314685314685,27.84432009865536,42.31357274709877
RF,ntrees:500-minobj:80-varstry:60,71.97484596328528,93.66349770974048,30.967365967365968,66.2004662004662,27.463031509274288,41.00747999591931
RF,ntrees:400-minobj:100-varstry:120,68.14245484765716,91.70777841298073,29.35897435897436,65.31468531468532,26.39309309829541,38.7834804886828
RF,ntrees:200-minobj:130-varstry:60,63.78919731520887,89.70053709938102,30.186480186480193,65.47785547785548,24.22268162152554,33.60271712872867
RF,ntrees:500-minobj:110-varstry:90,66.09921870037476,90.98929330143203,26.78321678321679,64.84848484848486,26.14080845294717,39.316001917157976
RF,ntrees:400-minobj:50-varstry:140,82.88763259861526,96.69412154961287,31.701631701631705,65.66433566433567,31.029785885277207,51.18600089698355
RF,ntrees:200-minobj:60-varstry:150,80.24730568083169,95.65238871597253,34.731934731934736,67.05128205128206,28.601106664690477,45.51537094889695
RF,ntrees:500-minobj:100-varstry:90,67.39079802663618,91.65696217719339,27.82051282051283,65.27972027972028,26.377241897473112,39.570285206123344
RF,ntrees:500-minobj:50-varstry:100,82.30959791653434,96.71458920013833,30.16317016317016,65.3962703962704,31.31831880386794,52.14642775336418
RF,ntrees:100-minobj:70-varstry:50,76.21800165152767,94.69746695180221,33.904428904428904,66.85314685314685,27.84432009865536,42.31357274709877
RF,ntrees:300-minobj:110-varstry:50,65.83031611933346,90.98152970985342,28.50815850815851,65.59440559440559,25.387124115447833,37.32215761117495
RF,ntrees:200-minobj:60-varstry:70,80.24730568083169,95.65238871597253,34.731934731934736,67.05128205128206,28.601106664690477,45.51537094889695
RF,ntrees:200-minobj:140-varstry:80,62.28588367316691,89.11120992045848,31.701631701631705,65.36130536130537,23.74990455915311,30.584251971535203
RF,ntrees:200-minobj:90-varstry:50,69.41497808549832,92.41991149505601,32.45920745920746,66.58508158508158,25.83482990997443,36.95577062629086
RF,ntrees:200-minobj:130-varstry:120,63.78919731520887,89.70053709938102,30.186480186480193,65.47785547785548,24.22268162152554,33.60271712872867
RF,ntrees:300-minobj:90-varstry:80,69.00844819919965,92.47707976031676,29.428904428904435,66.17715617715618,26.299923583160577,39.57954377029522
RF,ntrees:100-minobj:110-varstry:100,67.27646149611466,90.98964619195833,29.17249417249417,65.88578088578089,25.10386530617744,38.103967323620495
RF,ntrees:200-minobj:60-varstry:130,80.24730568083169,95.65238871597253,34.731934731934736,67.05128205128206,28.601106664690477,45.51537094889695
RF,ntrees:200-minobj:70-varstry:140,74.31239280950264,94.47232279602223,32.41258741258742,66.7016317016317,27.77069109439053,41.89980539691522
RF,ntrees:300-minobj:90-varstry:120,69.00844819919965,92.47707976031676,29.428904428904435,66.17715617715618,26.299923583160577,39.57954377029522
RF,ntrees:300-minobj:80-varstry:60,72.23104448537974,93.63456068658381,29.953379953379955,66.84149184149184,26.793068845091966,42.27766453199979
RF,ntrees:500-minobj:150-varstry:140,61.165809142687756,88.11958754155286,26.212121212121215,64.58041958041957,23.539167961133288,34.953687930566545
RF,ntrees:100-minobj:80-varstry:120,74.40555590844608,93.73301714342178,31.51515151515152,66.74825174825175,26.98476539517003,42.89040439329456
RF,ntrees:400-minobj:110-varstry:60,66.5607995087764,91.04152109932457,27.132867132867133,65.24475524475525,25.796765854569315,39.427932375909265
RF,ntrees:100-minobj:130-varstry:60,63.71297296152788,89.69594952253912,28.694638694638698,65.31468531468532,24.381264207853803,35.018334266889184
RF,ntrees:300-minobj:110-varstry:120,65.83031611933346,90.98152970985342,28.50815850815851,65.59440559440559,25.387124115447833,37.32215761117495
RF,ntrees:200-minobj:140-varstry:70,62.28588367316691,89.11120992045848,31.701631701631705,65.36130536130537,23.74990455915311,30.584251971535203
RF,ntrees:500-minobj:80-varstry:150,71.97484596328528,93.66349770974048,30.967365967365968,66.2004662004662,27.463031509274288,41.00747999591931
RF,ntrees:100-minobj:150-varstry:100,61.0302991805882,88.28050562154608,30.16317016317016,65.71095571095572,22.569549910590368,30.86712901741804
RF,ntrees:400-minobj:130-varstry:90,64.09621207309068,89.6539555499093,27.156177156177165,64.70862470862471,24.945330841284587,36.94003491691352
RF,ntrees:100-minobj:80-varstry:100,74.40555590844608,93.73301714342178,31.51515151515152,66.74825174825175,26.98476539517003,42.89040439329456
RF,ntrees:200-minobj:80-varstry:90,72.12941201380508,93.5216357181675,31.748251748251754,67.52913752913753,25.992498189029973,40.381160265553326
RF,ntrees:200-minobj:120-varstry:150,65.21416926041204,90.21222836251738,30.92074592074592,65.93240093240094,24.27982743011644,34.29342333966612
RF,ntrees:500-minobj:150-varstry:50,61.165809142687756,88.11958754155286,26.212121212121215,64.58041958041957,23.539167961133288,34.953687930566545
RF,ntrees:100-minobj:80-varstry:50,74.40555590844608,93.73301714342178,31.51515151515152,66.74825174825175,26.98476539517003,42.89040439329456
RF,ntrees:500-minobj:70-varstry:140,75.11698320946876,94.59018823180672,30.967365967365968,66.03729603729603,28.55289219451069,44.14961724210279
RF,ntrees:100-minobj:60-varstry:60,80.68983040081305,95.7935449264929,33.97435897435898,67.3892773892774,28.404267537215503,46.71547142645407
RF,ntrees:100-minobj:110-varstry:70,67.27646149611466,90.98964619195833,29.17249417249417,65.88578088578089,25.10386530617744,38.103967323620495
RF,ntrees:400-minobj:90-varstry:60,69.47002900760127,92.6069434739955,30.186480186480193,65.85081585081585,26.75612762317965,39.28354882112107
RF,ntrees:300-minobj:100-varstry:150,68.31607698659722,91.73248074982179,27.843822843822842,65.53613053613053,26.19635021369126,40.47225414277438
RF,ntrees:300-minobj:80-varstry:70,72.23104448537974,93.63456068658381,29.953379953379955,66.84149184149184,26.793068845091966,42.27766453199979
RF,ntrees:100-minobj:130-varstry:50,63.71297296152788,89.69594952253912,28.694638694638698,65.31468531468532,24.381264207853803,35.018334266889184
RF,ntrees:500-minobj:90-varstry:130,69.85750280547968,92.51236881294685,29.428904428904435,65.7925407925408,26.71982802040604,40.42859837657525
RF,ntrees:300-minobj:90-varstry:90,69.00844819919965,92.47707976031676,29.428904428904435,66.17715617715618,26.299923583160577,39.57954377029522
RF,ntrees:400-minobj:100-varstry:100,68.14245484765716,91.70777841298073,29.35897435897436,65.31468531468532,26.39309309829541,38.7834804886828
RF,ntrees:300-minobj:80-varstry:150,72.23104448537974,93.63456068658381,29.953379953379955,66.84149184149184,26.793068845091966,42.27766453199979
RF,ntrees:100-minobj:150-varstry:150,61.0302991805882,88.28050562154608,30.16317016317016,65.71095571095572,22.569549910590368,30.86712901741804
RF,ntrees:100-minobj:140-varstry:150,62.59501577420653,89.25024878782104,30.92074592074592,64.91841491841492,24.33183386940611,31.67426985346061
RF,ntrees:200-minobj:80-varstry:80,72.12941201380508,93.5216357181675,31.748251748251754,67.52913752913753,25.992498189029973,40.381160265553326
RF,ntrees:100-minobj:100-varstry:130,69.24347328971606,91.74236168455822,29.930069930069926,66.27039627039628,25.471965414161943,39.31340335964614
RF,ntrees:400-minobj:150-varstry:140,61.12769696584726,88.15275925102515,26.969696969696976,64.67365967365967,23.479099577365474,34.15799999615028
RF,ntrees:400-minobj:150-varstry:80,61.12769696584726,88.15275925102515,26.969696969696976,64.67365967365967,23.479099577365474,34.15799999615028
RF,ntrees:400-minobj:150-varstry:110,61.12769696584726,88.15275925102515,26.969696969696976,64.67365967365967,23.479099577365474,34.15799999615028
RF,ntrees:100-minobj:110-varstry:50,67.27646149611466,90.98964619195833,29.17249417249417,65.88578088578089,25.10386530617744,38.103967323620495
RF,ntrees:100-minobj:120-varstry:120,65.11888881831078,90.2506934298842,29.35897435897436,65.34965034965035,24.901043080233848,35.759914459336414
RF,ntrees:200-minobj:80-varstry:150,72.12941201380508,93.5216357181675,31.748251748251754,67.52913752913753,25.992498189029973,40.381160265553326
RF,ntrees:100-minobj:90-varstry:110,70.99663342437908,92.42943953926613,28.694638694638698,66.993006993007,25.436432546259127,42.301994729740386
RF,ntrees:100-minobj:110-varstry:120,67.27646149611466,90.98964619195833,29.17249417249417,65.88578088578089,25.10386530617744,38.103967323620495
RF,ntrees:200-minobj:100-varstry:60,68.02600097397786,91.66896045508763,30.16317016317016,65.990675990676,25.678284464411632,37.862830810807694
RF,ntrees:300-minobj:150-varstry:140,61.0705287005865,88.172521120498,27.937062937062933,64.87179487179488,23.30072624870313,33.13346576352357
RF,ntrees:200-minobj:150-varstry:90,61.12769696584726,88.21910266996971,31.67832167832168,65.93240093240094,22.286701737568777,29.449375287525577
RF,ntrees:300-minobj:120-varstry:150,65.05748586673442,90.28139490567236,29.428904428904435,65.43123543123544,24.85015947443692,35.62858143782999
RF,ntrees:200-minobj:50-varstry:100,82.54038832073513,96.53814393698786,33.997668997668995,66.18881118881119,30.34933274817668,48.54271932306614
RF,ntrees:200-minobj:130-varstry:70,63.78919731520887,89.70053709938102,30.186480186480193,65.47785547785548,24.22268162152554,33.60271712872867
RF,ntrees:300-minobj:110-varstry:60,65.83031611933346,90.98152970985342,28.50815850815851,65.59440559440559,25.387124115447833,37.32215761117495
RF,ntrees:300-minobj:50-varstry:50,83.48472336911644,96.65106890540417,32.45920745920746,66.07226107226107,30.578807833143102,51.025515909908975
RF,ntrees:100-minobj:150-varstry:70,61.0302991805882,88.28050562154608,30.16317016317016,65.71095571095572,22.569549910590368,30.86712901741804
RF,ntrees:500-minobj:100-varstry:50,67.39079802663618,91.65696217719339,27.82051282051283,65.27972027972028,26.377241897473112,39.570285206123344
RF,ntrees:200-minobj:70-varstry:120,74.31239280950264,94.47232279602223,32.41258741258742,66.7016317016317,27.77069109439053,41.89980539691522
RF,ntrees:200-minobj:80-varstry:100,72.12941201380508,93.5216357181675,31.748251748251754,67.52913752913753,25.992498189029973,40.381160265553326
RF,ntrees:400-minobj:70-varstry:100,75.40705922208812,94.59795182338536,31.724941724941726,66.2004662004662,28.397485622919163,43.68211749714639
RF,ntrees:200-minobj:80-varstry:50,72.12941201380508,93.5216357181675,31.748251748251754,67.52913752913753,25.992498189029973,40.381160265553326
RF,ntrees:500-minobj:140-varstry:100,62.90203053208834,88.86771545731084,26.235431235431232,64.41724941724942,24.450466040061414,36.66659929665711
RF,ntrees:100-minobj:50-varstry:90,83.62023333121599,96.73223372645337,34.61538461538461,67.00466200466201,29.727571721791364,49.00484871583137
RF,ntrees:300-minobj:120-varstry:110,65.05748586673442,90.28139490567236,29.428904428904435,65.43123543123544,24.85015947443692,35.62858143782999
RF,ntrees:300-minobj:80-varstry:90,72.23104448537974,93.63456068658381,29.953379953379955,66.84149184149184,26.793068845091966,42.27766453199979
RF,ntrees:200-minobj:150-varstry:110,61.12769696584726,88.21910266996971,31.67832167832168,65.93240093240094,22.286701737568777,29.449375287525577
RF,ntrees:300-minobj:130-varstry:130,64.19149251519194,89.67018851411915,27.91375291375292,64.88344988344988,24.786738630669262,36.27773960143902
RF,ntrees:500-minobj:110-varstry:150,66.09921870037476,90.98929330143203,26.78321678321679,64.84848484848486,26.14080845294717,39.316001917157976
RF,ntrees:500-minobj:80-varstry:140,71.97484596328528,93.66349770974048,30.967365967365968,66.2004662004662,27.463031509274288,41.00747999591931
RF,ntrees:400-minobj:150-varstry:50,61.12769696584726,88.15275925102515,26.969696969696976,64.67365967365967,23.479099577365474,34.15799999615028
RF,ntrees:200-minobj:60-varstry:90,80.24730568083169,95.65238871597253,34.731934731934736,67.05128205128206,28.601106664690477,45.51537094889695
RF,ntrees:400-minobj:130-varstry:80,64.09621207309068,89.6539555499093,27.156177156177165,64.70862470862471,24.945330841284587,36.94003491691352
RF,ntrees:200-minobj:140-varstry:100,62.28588367316691,89.11120992045848,31.701631701631705,65.36130536130537,23.74990455915311,30.584251971535203
RF,ntrees:100-minobj:90-varstry:80,70.99663342437908,92.42943953926613,28.694638694638698,66.993006993007,25.436432546259127,42.301994729740386
RF,ntrees:100-minobj:110-varstry:150,67.27646149611466,90.98964619195833,29.17249417249417,65.88578088578089,25.10386530617744,38.103967323620495
